Period,Team,Start Time,End Time,From,To,Start X,Start Y,End X,End Y,progression,angle,distance_goal,nearest_opponent,count_2m,count_6m,speed,eliminated,danger_score
1,Away,267.4,271.16,Player25,Player18,0.95,0.45,0.53,0.04,0.24953143714111226,0.6778696710306501,0.7017834423809101,0.007052162788818751,1.0,1.0,0.1561013892641383,5.0,0.7412384802271635
1,Away,274.52,275.44,Player21,Player20,0.53,0.29,0.54,0.37,0.014659949469616351,0.25020157121285,0.5554277630799527,0.03459408330914406,0.0,2.0,0.08763323639454795,0.0,0.48077817081141133
1,Away,276.2,277.84,Player20,Player22,0.52,0.41,0.46,0.78,-0.010785488635099982,0.32606693207268234,0.5385164807134505,0.19745896029301888,0.0,0.0,0.22855688797550575,1.0,0.4080705150113108
1,Home,281.64,285.92,Player3,Player4,0.1,0.42,0.03,0.03,-0.17431970668741015,-0.2631166708603057,1.0778682665335315,0.1881660333322675,0.0,0.0,0.0925776297016767,1.0,0.11051687424563013
1,Away,288.12,290.64,Player18,Player21,0.13,0.01,0.2,0.11,0.06865953420924054,0.644772018177688,0.4382921400162225,0.026348292164768503,0.0,2.0,0.04843871276084838,0.0,0.6027543747154424
1,Away,290.64,291.6,Player21,Player18,0.2,0.11,0.18,0.04,-0.055671421392916254,-0.730198091041381,0.4939635614091388,0.02061661950951222,0.0,1.0,0.07583447801333587,2.0,0.3658840646779276
1,Away,293.36,295.48,Player18,Player15,0.24,0.02,0.38,0.08,-0.029735775740302284,-0.058721303569454326,0.5663920903402518,0.09020845304072121,0.0,0.0,0.07184691609305559,0.0,0.3702121588885922
1,Away,296.16,297.08,Player15,Player23,0.38,0.08,0.25,0.21,0.18350829595871887,0.9987427475638537,0.38288379438153297,0.043697489630412416,0.0,1.0,0.19983452511794625,4.0,0.8276297659915405
1,Away,300.76,302.24,Player19,Player18,0.26,0.29,0.29,0.07,-0.1844365998542294,-0.7276756814474207,0.5186520991955975,0.16379661931798226,0.0,0.0,0.15002434669712328,0.0,0.15279314692685406
1,Away,304.12,305.28,Player18,Player19,0.29,0.07,0.3,0.24,0.12166343437001331,0.7947985316573046,0.3969886648255842,0.05195481305904202,0.0,1.0,0.1468050548786799,0.0,0.64726565619273
1,Away,346.0,347.44,Player15,Player16,0.66,0.35,0.75,0.38,-0.08270848370962103,-0.8549961915170122,0.7595393340703297,0.039298342204220287,0.0,1.0,0.06588078458684132,0.0,0.20349593684858225
1,Away,354.72,355.68,Player18,Player19,0.77,-0.01,0.72,0.1,0.09992957984254536,0.8476885192662638,0.82365041127896,0.07703928673086222,0.0,0.0,0.12586506222494614,1.0,0.5547248927158671
1,Away,368.6,370.2,Player23,Player18,0.06,0.0,0.22,0.06,0.011652177430613142,0.23706043135130742,0.4919349550499537,0.15988740037914184,0.0,0.0,0.10680004681647141,0.0,0.4104972708172138
1,Away,372.24,373.48,Player18,Player19,0.18,0.11,0.24,0.3,0.1171246448620244,0.7396141255310327,0.3124099870362662,0.0703891142151967,0.0,0.0,0.16068434552557362,0.0,0.644363611923525
1,Home,375.6,377.68,Player6,Player10,0.29,0.38,0.55,0.13,0.13748897455060738,0.595243674281646,0.5825804665451803,0.09235764884404543,0.0,0.0,0.17341046920068823,4.0,0.6606627481221496
1,Home,383.96,385.12,Player10,Player8,0.87,0.29,0.96,0.37,0.11096707561721497,0.9582555402624641,0.13601470508735444,0.05071607634665751,0.0,1.0,0.10380684981717271,3.0,0.8113879983441147
1,Home,415.48,416.72,Player6,Player10,0.99,0.01,0.94,0.09,0.07573504309170048,0.8369896107718523,0.4143669871020133,0.08192025024375839,0.0,0.0,0.07608049300045595,0.0,0.6070698777807334
1,Home,418.12,419.08,Player10,Player6,0.94,0.09,0.87,0.1,-0.006227829794248518,-0.0034128329274425886,0.4205948168962618,0.06322585863394817,0.0,0.0,0.07365695637360023,0.0,0.4425733078132272
1,Home,419.72,421.08,Player6,Player5,0.86,0.11,0.78,0.36,0.15359889089390732,0.7934362608400785,0.2607680962081059,0.12108713969699672,0.0,0.0,0.19300595218245742,0.0,0.6500821933910028
1,Home,422.04,423.96,Player5,Player7,0.79,0.36,0.74,0.64,-0.042907871922188756,0.3997899476750266,0.295296461204668,0.08343567162790749,0.0,0.0,0.14814023597216872,0.0,0.5083656047755265
1,Home,428.32,429.68,Player8,Player3,0.83,0.51,0.83,0.54,-0.004348628306465818,-0.05871052994804241,0.17464249196572987,0.022911597499956166,0.0,4.0,0.02205882352941156,0.0,0.5180650382038279
1,Away,463.44,464.76,Player25,Player17,0.78,0.55,0.7,0.79,0.023907051606180674,0.25489028946611003,0.7576938695805846,0.21261519983293758,0.0,0.0,0.19165319152535734,0.0,0.3235075957170393
1,Away,466.96,468.04,Player17,Player22,0.65,0.83,0.57,0.97,-0.009810903946251281,0.04934314761170191,0.7387827826905551,0.08700961613522948,0.0,0.0,0.1493010694129305,2.0,0.41412062998879706
1,Away,469.08,470.52,Player22,Player20,0.58,0.94,0.54,0.73,0.14106976529488413,0.7427779600271701,0.5869412236331676,0.05131590201877002,0.0,1.0,0.14845526615577764,0.0,0.6035903367919939
1,Away,471.52,472.48,Player20,Player19,0.53,0.71,0.5,0.52,0.06968787242169683,0.5088475595973849,0.5003998401278722,0.05706843085279287,0.0,1.0,0.20036858397573554,0.0,0.549447966398905
1,Away,473.24,474.44,Player19,Player24,0.5,0.55,0.39,0.4,0.09987733827209655,0.6686619805549223,0.4026164427839479,0.09605302962426533,0.0,0.0,0.1550089603144871,4.0,0.69443886821298
1,Away,475.28,476.72,Player24,Player18,0.39,0.41,0.32,0.1,-0.1120000170708379,-0.004716891574677532,0.5122499389946279,0.10422547529275174,0.0,0.0,0.22069789697319583,1.0,0.37345051870337614
1,Home,541.72,545.0,Player11,Player5,0.04,0.44,0.5,0.86,0.3457563004829093,0.7791058183642519,0.6161168720299746,0.008812269855150812,1.0,1.0,0.1899074573463118,3.0,0.7692037575746489
1,Home,545.0,545.64,Player5,Player1,0.5,0.86,0.42,0.84,-0.05619258052888998,-0.6455765364510198,0.6723094525588645,0.0638416079058164,0.0,0.0,0.12884705080055467,0.0,0.2558753050808223
1,Home,582.96,584.28,Player4,Player9,0.86,-0.02,0.96,0.1,0.13652145586861486,0.9082267387059223,0.4019950248448356,0.015112809136623136,1.0,2.0,0.11833711630162168,7.0,0.8436909062880568
1,Home,584.28,585.48,Player9,Player4,0.96,0.1,0.83,0.01,-0.116657074350762,-0.6481860809340194,0.5186520991955976,0.07274118503296467,0.0,0.0,0.13176156917367748,0.0,0.2572484579712458
1,Home,585.48,586.64,Player4,Player8,0.83,0.01,0.92,0.21,0.21781992006577117,0.9960414542326255,0.30083217912982646,0.04758163090941714,0.0,1.0,0.18906648447811994,7.0,0.9412087303734507
1,Away,590.88,591.72,Player21,Player19,0.91,0.35,0.83,0.31,0.07081046571718641,0.8097734157121821,0.85146931829632,0.03795562145453555,0.0,1.0,0.10647942749998601,1.0,0.5533680820907567
1,Away,591.72,592.6,Player19,Player16,0.83,0.31,0.92,0.37,-0.07767006844820934,-0.6872853084519907,0.9291393867445293,0.1008040257132621,0.0,0.0,0.1229165207544549,0.0,0.15379717351083227
1,Away,593.36,594.8,Player16,Player21,0.91,0.35,0.8,0.12,0.036616190994125164,0.27898613792435334,0.8856635930193812,0.05598317604423678,0.0,1.0,0.1770492886664234,3.0,0.4866057565780987
1,Away,594.8,595.6,Player21,Player18,0.8,0.12,0.83,0.13,-0.023071792007525294,-0.7212188526726251,0.9087353850269065,0.07701258923059266,0.0,0.0,0.03952847075210127,0.0,0.1930194881634759
1,Away,595.6,596.96,Player18,Player24,0.83,0.13,0.59,0.12,0.2069519426459966,0.8956110151049156,0.70178344238091,0.021551023177566252,0.0,1.0,0.1766237080803558,5.0,0.7877007479892
1,Home,601.72,604.36,Player2,Player11,0.33,0.13,0.16,0.43,-0.0775358957893626,-0.010988305905982619,0.8429116205154606,0.11258749886199623,0.0,0.0,0.13061317916338452,0.0,0.2763105872672587
1,Home,611.92,613.44,Player1,Player5,0.44,0.98,0.52,0.94,0.08641073273944277,0.9701277944858945,0.6511528238439882,0.07038180801883391,0.0,0.0,0.058843894144727626,3.0,0.6659807121632245
1,Home,614.52,615.16,Player5,Player9,0.56,0.96,0.6,0.88,0.08482864954823299,0.9554579096402571,0.5517245689653488,0.030643996149327543,0.0,1.0,0.13975424859373972,2.0,0.6870315621367761
1,Home,616.76,617.2,Player9,Player5,0.64,0.88,0.7,0.88,0.03930135565568782,0.6877227507977688,0.4841487374764082,0.037571441281909805,0.0,3.0,0.1363636363636193,2.0,0.63334282738704
1,Away,618.92,620.84,Player16,Player25,0.8,0.71,0.94,0.61,-0.11931090633637864,-0.6394884274323275,0.9464142856064673,0.08302513414623308,0.0,0.0,0.08960755486502392,0.0,0.14862350660416127
1,Home,625.84,627.6,Player4,Player3,0.46,0.34,0.39,0.46,-0.04810495500996803,-0.23771804493822285,0.611310068623117,0.012599849205446842,1.0,1.0,0.07893434084914702,0.0,0.3323222221902568
1,Home,636.68,638.92,Player3,Player1,0.34,0.44,0.43,0.91,-0.039417926230442824,0.27621917885660746,0.7021395872616784,0.17681532541044065,0.0,0.0,0.21363368060723842,2.0,0.38790608636503954
1,Home,641.8,642.64,Player1,Player6,0.52,0.91,0.54,0.73,0.11697292925851366,0.7294762674295816,0.5142956348249516,0.026582960707942204,0.0,2.0,0.21560440805088274,0.0,0.624714979640495
1,Home,642.64,643.76,Player6,Player1,0.54,0.73,0.53,0.9,-0.10287533014342742,-0.4989587477805705,0.617170964968379,0.040783607000852665,0.0,1.0,0.1520480925529137,0.0,0.28604805846807113
1,Home,643.76,645.36,Player1,Player2,0.53,0.9,0.35,0.8,-0.09872008819543876,-0.3509482059993098,0.7158910531638177,0.14339496504410465,0.0,0.0,0.1286953767623357,0.0,0.22093790947534903
1,Home,646.48,647.72,Player2,Player3,0.35,0.79,0.3,0.53,0.011115823746835507,0.22764776240329887,0.7006425622241343,0.07563887162035142,0.0,0.0,0.21351939185280047,0.0,0.4167219155204857
1,Home,648.92,650.08,Player3,Player6,0.29,0.57,0.47,0.67,0.1568455572664489,0.8222846034785947,0.5565968020030299,0.11046374292047138,0.0,0.0,0.1775108644997634,4.0,0.7010368881069393
1,Home,650.08,652.12,Player6,Player4,0.47,0.67,0.41,0.22,-0.09647287268719806,0.17689929487975076,0.6530696746902279,0.0922919503532134,0.0,0.0,0.2225403816238504,0.0,0.3578140565496375
1,Home,653.28,654.36,Player4,Player10,0.44,0.22,0.53,0.27,0.10284001562189593,0.9990406599431999,0.5232590180780452,0.06849127535679268,0.0,0.0,0.09532990871283901,2.0,0.6836978803055348
1,Home,655.32,656.96,Player10,Player8,0.56,0.24,0.69,0.03,-0.05195023684314437,0.020597684591428238,0.5630275304103699,0.1589138537069692,0.0,0.0,0.1505986467710801,1.0,0.3568616275288568
1,Home,728.12,730.08,Player6,Player3,0.94,0.99,0.89,0.46,0.3766128027807031,0.9767794825036019,0.11704699910719624,0.006455648689326281,2.0,5.0,0.27160880926950853,0.0,0.8156052647531731
1,Home,730.08,730.8,Player3,Player8,0.89,0.46,0.94,0.55,0.03894450234812963,0.7550785597012128,0.07810249675906661,0.019425552759187996,1.0,3.0,0.14299486306928105,6.0,0.8196986737058832
1,Away,742.32,744.24,Player25,Player17,0.96,0.6,0.84,0.92,0.026045730411180634,0.2522236745039931,0.9391485505499116,0.23202698571502414,0.0,0.0,0.17800007802745238,0.0,0.2681737077621945
1,Away,749.0,750.16,Player17,Player22,0.67,0.86,0.6,0.99,-0.014069341482315756,0.000890463667762588,0.7746612162745725,0.08729248879485568,0.0,0.0,0.1272829574158087,0.0,0.34109593647131187
1,Away,751.72,752.56,Player22,Player17,0.61,0.96,0.71,0.91,-0.05587542191422312,-0.44486543064842704,0.8198780397107853,0.0540457953961268,0.0,1.0,0.1330992843750004,0.0,0.2601608803835197
1,Away,755.12,757.24,Player17,Player25,0.74,0.96,0.96,0.74,-0.11822451371655995,-0.2272287774066174,0.9895453501482385,0.1087873898942336,0.0,0.0,0.14675801118966048,0.0,0.19002830383019442
1,Away,768.56,770.08,Player19,Player18,0.54,0.3,0.45,0.02,-0.08210416402832055,-0.043693198798556154,0.6579513659838393,0.1266941198319796,0.0,0.0,0.19349264697173446,0.0,0.30460656641790484
1,Away,770.76,771.76,Player18,Player19,0.45,0.03,0.48,0.18,0.07380373532565931,0.5726471939922608,0.5768882040742382,0.08532000937646457,0.0,0.0,0.15297058540778355,0.0,0.5241826149564462
1,Away,773.92,775.2,Player19,Player20,0.48,0.23,0.44,0.48,0.11027248160966974,0.6218000646360876,0.4404543109109048,0.054763244060227124,0.0,2.0,0.19779670158080165,0.0,0.6027091142958513
1,Away,775.2,776.48,Player20,Player23,0.44,0.48,0.34,0.34,0.06468842634978605,0.5436817617495303,0.37576588456111876,0.04156556507495113,0.0,1.0,0.13441133229754387,3.0,0.6720700859313915
1,Away,776.48,778.8,Player23,Player24,0.34,0.34,0.13,0.37,0.19191812145261639,0.9559296181633682,0.18384776310850237,0.021178125507230333,0.0,2.0,0.09143622170515953,4.0,0.8843468119324268
1,Home,779.28,781.16,Player11,Player3,0.03,0.47,0.08,0.41,0.04607211476999784,0.6161222464536972,0.9243916918709298,0.030254065842461587,0.0,1.0,0.04154388125482274,1.0,0.4966961382532414
1,Home,781.16,782.84,Player3,Player8,0.08,0.41,0.22,0.25,0.10530683668192076,0.5821012926373015,0.8190848551890091,0.024427568442233455,0.0,1.0,0.12654935491350291,3.0,0.6038413749612066
1,Away,807.28,808.64,Player15,Player21,0.51,0.12,0.44,0.25,0.12993990749111395,0.9062278933998605,0.5060632371551999,0.03770886633140805,0.0,1.0,0.10856487544289156,3.0,0.7330754926106505
1,Away,811.72,813.0,Player21,Player19,0.41,0.15,0.36,0.02,-0.06092672112225783,-0.33295501040310177,0.6,0.10724140245259756,0.0,0.0,0.10881553341550326,0.0,0.29254896550243187
1,Home,814.48,815.2,Player7,Player4,0.28,0.14,0.22,0.1,-0.07159980813252076,-0.992260782991048,0.876584280032445,0.03585004463037669,0.0,1.0,0.10015420209621816,0.0,0.16179885928625562
1,Home,818.84,821.12,Player4,Player9,0.28,0.03,0.43,0.51,0.2897378511550698,0.7715077087649553,0.570087712549569,0.025989145811280506,0.0,1.0,0.22056650808211067,3.0,0.7820814736356717
1,Home,822.08,824.88,Player9,Player1,0.4,0.53,0.36,0.91,-0.15931625479137113,-0.15421673390545576,0.7600657866263947,0.15454631215270076,0.0,0.0,0.13646409410387936,0.0,0.20638729185423324
1,Away,826.64,828.64,Player17,Player22,0.49,0.9,0.64,0.87,-0.10672179909631008,-0.6355920011107326,0.7392563831310488,0.08189156244693341,0.0,0.0,0.07648529270389179,0.0,0.2047250700902789
1,Away,833.36,834.0,Player22,Player20,0.59,0.82,0.61,0.73,0.01927272726172846,0.27471668845746566,0.6519202405202649,0.07635808077734793,0.0,0.0,0.14405538214520439,0.0,0.4378860768769302
1,Away,836.16,838.4,Player20,Player15,0.61,0.68,0.62,0.29,-0.018595969315811756,0.25833883098488314,0.6545991139621257,0.16053343390085445,0.0,0.0,0.17416436788509895,0.0,0.3620098752850848
1,Away,842.52,843.44,Player15,Player21,0.5,0.23,0.44,0.21,0.04127042075679899,0.6844772291755646,0.5269724850502159,0.04697545103562072,0.0,1.0,0.06874516652539413,0.0,0.5620688846520356
1,Away,845.12,846.48,Player21,Player23,0.47,0.23,0.35,0.22,0.09381451269440672,0.8227307603003108,0.4482186966202994,0.04174320783073577,0.0,1.0,0.08854113660876599,3.0,0.712983682059531
1,Away,851.76,852.72,Player23,Player21,0.38,0.25,0.42,0.2,-0.06127689940079123,-0.9510266442719777,0.5161395160225576,0.08941036740781239,0.0,0.0,0.06669921080658962,0.0,0.22287268440158683
1,Away,854.48,855.44,Player21,Player20,0.42,0.24,0.37,0.38,0.1049905546336043,0.7816546724096389,0.3889730067755345,0.04114166987374236,0.0,2.0,0.15485488278456191,3.0,0.7273891424395622
1,Away,856.52,857.48,Player20,Player19,0.35,0.36,0.32,0.47,0.055558362899651326,0.6025886461995252,0.32140317359976395,0.04623648451169271,0.0,1.0,0.11876827344782236,0.0,0.6057124728097139
1,Away,860.6,861.96,Player19,Player16,0.39,0.46,0.53,0.43,-0.1425567405066932,-0.9940599981739764,0.5346026561849464,0.10607457235360418,0.0,0.0,0.10527809605350154,0.0,0.1627043481131027
1,Away,863.2,865.32,Player16,Player17,0.53,0.47,0.48,0.78,-0.024849381978512164,0.21476893788458057,0.5556977595779922,0.12201070977582253,0.0,0.0,0.1481162119632788,0.0,0.400090177496797
1,Away,868.64,869.84,Player17,Player16,0.46,0.77,0.58,0.62,-0.05889830167465038,-0.14346923336876505,0.5922837157984339,0.13494229359248341,0.0,0.0,0.16007810593581512,0.0,0.3089302048785913
1,Away,872.44,874.8,Player16,Player22,0.56,0.6,0.28,0.97,0.02177533146951849,0.4538673076113548,0.5470831746635972,0.07370729204088285,0.0,0.0,0.19661199590035036,6.0,0.6577961381650882
1,Away,909.84,911.8,Player21,Player19,0.55,0.6,0.6,0.72,-0.0800448179718708,-0.5435290445744628,0.6390618123468182,0.07506380819009924,0.0,0.0,0.0663265306122475,0.0,0.2603133555914056
1,Away,911.8,912.56,Player19,Player16,0.6,0.72,0.69,0.62,-0.0612952394489068,-0.3721883482153776,0.700357051795725,0.10470878138914615,0.0,0.0,0.17702136904044563,0.0,0.26531111069374474
1,Away,912.56,913.4,Player16,Player21,0.69,0.62,0.6,0.57,0.0962875193741668,0.9444275565984908,0.6040695324215583,0.05820367084643379,0.0,1.0,0.12256702548793583,2.0,0.6599047683371907
1,Away,919.84,921.76,Player21,Player15,0.59,0.39,0.56,0.17,-0.049833356475053714,-0.04877696607708012,0.65,0.14644224117378155,0.0,0.0,0.11564376724570308,0.0,0.3065075153981338
1,Away,922.44,923.4,Player15,Player21,0.55,0.18,0.48,0.32,0.12367730607826954,0.8363416214346544,0.5126402247190518,0.06533413349850135,0.0,0.0,0.16304662335937284,1.0,0.646174148847391
1,Away,925.84,926.96,Player21,Player20,0.44,0.42,0.52,0.63,-0.08879013583033796,-0.18308502123458703,0.5360037313302959,0.12019334091371284,0.0,0.0,0.20064468798432272,0.0,0.3120807230955155
1,Away,927.72,929.56,Player20,Player17,0.51,0.64,0.46,0.92,-0.09402974720880342,-0.09107458187414245,0.6228964600958975,0.12942736959391551,0.0,0.0,0.1545811157970492,0.0,0.2969669016518158
1,Away,932.2,932.8,Player17,Player21,0.41,0.88,0.38,0.75,0.1041543777531811,0.8272643875859149,0.45486261662176636,0.02479058288947641,0.0,2.0,0.22236106773547257,0.0,0.6498343854923093
1,Away,932.8,933.76,Player21,Player20,0.38,0.75,0.48,0.79,-0.10594037909063175,-0.9797677329910802,0.5608029957123981,0.06966165372714034,0.0,0.0,0.11219093348196457,0.0,0.20025570975030105
1,Away,933.76,935.52,Player20,Player16,0.48,0.79,0.54,0.58,0.014909233154150825,0.26207884867265663,0.5458937625582473,0.14577953800173743,0.0,0.0,0.1240927822036459,0.0,0.4129350294266047
1,Away,940.0,941.16,Player16,Player15,0.52,0.5,0.5,0.29,-0.02230987451824995,0.09480822833163959,0.54230987451825,0.0864192166129733,0.0,0.0,0.1818536474976687,0.0,0.40902961180411107
1,Away,943.12,944.52,Player15,Player18,0.47,0.25,0.3,0.02,-0.03368560175514956,0.14711894136991985,0.5660388679233962,0.1321162840076877,0.0,0.0,0.20429070922964748,6.0,0.5390677312583243
1,Away,947.32,948.8,Player18,Player21,0.26,0.09,0.31,0.33,0.1319360531642605,0.7175252596237508,0.3535533905932738,0.035924856297555326,0.0,1.0,0.16564392800178454,0.0,0.660789765385561
1,Away,949.16,949.92,Player21,Player19,0.31,0.34,0.22,0.4,0.10719435137835673,0.993760061244909,0.24166091947189142,0.02441649442487598,0.0,2.0,0.1423243924525276,3.0,0.8083730634412586
1,Away,949.92,950.64,Player19,Player21,0.22,0.4,0.28,0.34,-0.08082939046005058,-0.9362835176952895,0.322490309931942,0.038051262791134806,0.0,1.0,0.11785113019775348,0.0,0.2964573301449173
1,Home,954.4,954.92,Player9,Player6,0.32,0.49,0.3,0.45,-0.02170991694413782,-0.4603020298174896,0.70178344238091,0.011199517846764656,1.0,1.0,0.08600261451922568,0.0,0.28846470098910965
1,Away,956.36,957.68,Player19,Player24,0.31,0.52,0.3,0.47,0.009148222706554632,0.2588249322730419,0.3014962686336267,0.03212962807129891,0.0,2.0,0.03862893570903815,1.0,0.567258676595375
1,Away,958.32,959.08,Player24,Player18,0.3,0.44,0.29,0.31,-0.0407575456516272,-0.12032835100360652,0.3466987164671943,0.0362352342340987,0.0,1.0,0.17155795803165072,0.0,0.4443335990215276
1,Home,961.4,962.88,Player6,Player4,0.24,0.5,0.18,0.37,-0.07024092888751277,-0.41905432640599516,0.8302409288875128,0.06974017851998948,0.0,0.0,0.09674203421132553,0.0,0.2440370183135503
1,Home,962.88,963.92,Player4,Player2,0.18,0.37,0.15,0.54,-0.020699727092679532,-0.017443141634906026,0.8509406559801923,0.07891807207477897,0.0,0.0,0.16598727405416036,0.0,0.32319527870956105
1,Away,967.44,968.72,Player16,Player19,0.49,0.54,0.34,0.65,0.12001185861003316,0.7556086548278392,0.371618083521241,0.07479846589335913,0.0,0.0,0.14532090029483333,2.0,0.6851539924139779
